model,cls,accuracy,macro_precision,macro_recall,macro_f1,macro_fpr,macro_fnr,training_time,f1_Blackhole,fpr_Blackhole,fnr_Blackhole,f1_Flooding,fpr_Flooding,fnr_Flooding,f1_Grayhole,fpr_Grayhole,fnr_Grayhole,f1_Normal,fpr_Normal,fnr_Normal,f1_Scheduling,fpr_Scheduling,fnr_Scheduling
Random Forest,mc,0.9989,0.9914,0.9953,0.9934,0.0009,0.0047,30.15,0.9975,0.0001,0.0013,0.9892,0.0002,0.001,0.9958,0.0002,0.0036,0.9995,0.0038,0.0006,0.9847,0.0002,0.0168
