model,cls,accuracy,macro_precision,macro_recall,macro_f1,macro_fpr,macro_fnr,training_time,f1_Blackhole,fpr_Blackhole,fnr_Blackhole,f1_Flooding,fpr_Flooding,fnr_Flooding,f1_Grayhole,fpr_Grayhole,fnr_Grayhole,f1_Normal,fpr_Normal,fnr_Normal,f1_Scheduling,fpr_Scheduling,fnr_Scheduling
Centralized MLP,mc,0.9943,0.9581,0.9715,0.964,0.0035,0.0285,33.62,0.9552,0.0018,0.0274,0.9493,0.001,0.0,0.9548,0.0018,0.0458,0.9982,0.013,0.0022,0.9627,0.0001,0.0673
